,Area,Item,Year,hg/ha_yield,Average_Rainfall_mm_per_year,Pesticides_Tonnes,Avg_Temp
10255,Mt Darwin,Maize,2020,5258,1976,4376,24.43
10256,Mt Darwin,Maize,2021,39716,1976,1141,24.4
10257,Mt Darwin,Maize,2021,14992,1976,1141,24.4
10258,Mt Darwin,Maize,2021,87408,1976,1141,24.4
10259,Mt Darwin,Maize,2021,170700,1976,1141,24.4
10260,Mt Darwin,Maize,2021,34989,1976,1141,24.4
10261,Mt Darwin,Maize,2021,11104,1976,1141,24.4
10262,Mt Darwin,Maize,2021,18750,1976,1141,24.4
10263,Mt Darwin,Maize,2021,63626,1976,1141,24.4
10264,Mt Darwin,Maize,2021,5305,1976,1141,24.4
10265,Mt Darwin,Maize,2022,34738,1976,1772.3,24.61
10266,Mt Darwin,Maize,2022,13655,1976,1772.3,24.61
10267,Mt Darwin,Maize,2022,87324,1976,1772.3,24.61
10268,Mt Darwin,Maize,2022,165543,1976,1772.3,24.61
10269,Mt Darwin,Maize,2022,23573,1976,1772.3,24.61
10270,Mt Darwin,Maize,2022,11508,1976,1772.3,24.61
10271,Mt Darwin,Maize,2022,19516,1976,1772.3,24.61
10272,Mt Darwin,Maize,2022,62020,1976,1772.3,24.61
10273,Mt Darwin,Maize,2022,5309,1976,1772.3,24.61
10274,Mt Darwin,Maize,2014,38661,1976,3034.91,24.68
10275,Mt Darwin,Maize,2014,13855,1976,3034.91,24.68
10276,Mt Darwin,Maize,2014,85420,1976,3034.91,24.68
10277,Mt Darwin,Maize,2014,172745,1976,3034.91,24.68
10278,Mt Darwin,Maize,2014,41050,1976,3034.91,24.68
10279,Mt Darwin,Maize,2014,11509,1976,3034.91,24.68
10280,Mt Darwin,Maize,2014,20787,1976,3034.91,24.68
10281,Mt Darwin,Maize,2014,63462,1976,3034.91,24.68
10282,Mt Darwin,Maize,2014,5287,1976,3034.91,24.68
10283,Mt Darwin,Maize,2015,40000,1976,3666.21,24.77
10284,Mt Darwin,Maize,2015,15387,1976,3666.21,24.77
10285,Mt Darwin,Maize,2015,84440,1976,3666.21,24.77
10286,Mt Darwin,Maize,2015,161908,1976,3666.21,24.77
10287,Mt Darwin,Maize,2015,37417,1976,3666.21,24.77
10288,Mt Darwin,Maize,2015,11492,1976,3666.21,24.77
10289,Mt Darwin,Maize,2015,21122,1976,3666.21,24.77
10290,Mt Darwin,Maize,2015,64151,1976,3666.21,24.77
10291,Mt Darwin,Maize,2015,5327,1976,3666.21,24.77
10292,Mt Darwin,Maize,2016,40196,1976,4297.51,24.88
10293,Mt Darwin,Maize,2016,15394,1976,4297.51,24.88
10294,Mt Darwin,Maize,2016,89857,1976,4297.51,24.88
10295,Mt Darwin,Maize,2016,162963,1976,4297.51,24.88
10296,Mt Darwin,Maize,2016,49229,1976,4297.51,24.88
10297,Mt Darwin,Maize,2016,11500,1976,4297.51,24.88
10298,Mt Darwin,Maize,2016,21333,1976,4297.51,24.88
10299,Mt Darwin,Maize,2016,64286,1976,4297.51,24.88
10300,Mt Darwin,Maize,2016,5367,1976,4297.51,24.88
10301,Mt Darwin,Maize,2017,51254,1976,5283.93,24.55
10302,Mt Darwin,Maize,2017,16922,1976,5283.93,24.55
10303,Mt Darwin,Maize,2017,85951,1976,5283.93,24.55
10304,Mt Darwin,Maize,2017,181923,1976,5283.93,24.55
10305,Mt Darwin,Maize,2017,50483,1976,5283.93,24.55
10306,Mt Darwin,Maize,2017,11496,1976,5283.93,24.55
10307,Mt Darwin,Maize,2017,20824,1976,5283.93,24.55
10308,Mt Darwin,Maize,2017,64754,1976,5283.93,24.55
10309,Mt Darwin,Maize,2017,5409,1976,5283.93,24.55
10310,Mt Darwin,Maize,2018,57405,1976,5130.42,24.25
10311,Mt Darwin,Maize,2018,16885,1976,5130.42,24.25
10312,Mt Darwin,Maize,2018,86715,1976,5130.42,24.25
10313,Mt Darwin,Maize,2018,210827,1976,5130.42,24.25
10314,Mt Darwin,Maize,2018,51911,1976,5130.42,24.25
10315,Mt Darwin,Maize,2018,11500,1976,5130.42,24.25
10316,Mt Darwin,Maize,2018,20598,1976,5130.42,24.25
10317,Mt Darwin,Maize,2018,64286,1976,5130.42,24.25
10318,Mt Darwin,Maize,2018,5452,1976,5130.42,24.25
10319,Mt Darwin,Maize,2019,65876,1976,4344.36,24.77
10320,Mt Darwin,Maize,2019,17503,1976,4344.36,24.77
10321,Mt Darwin,Maize,2019,98922,1976,4344.36,24.77
10322,Mt Darwin,Maize,2019,166654,1976,4344.36,24.77
10323,Mt Darwin,Maize,2019,49376,1976,4344.36,24.77
10324,Mt Darwin,Maize,2019,11492,1976,4344.36,24.77
10325,Mt Darwin,Maize,2019,20687,1976,4344.36,24.77
10326,Mt Darwin,Maize,2019,64220,1976,4344.36,24.77
10327,Mt Darwin,Maize,2019,5750,1976,4344.36,24.77
10328,Mt Darwin,Maize,2020,63483,1976,5736.63,24.49
10329,Mt Darwin,Maize,2020,16504,1976,5736.63,24.49
10330,Mt Darwin,Maize,2020,108014,1976,5736.63,24.49
10331,Mt Darwin,Maize,2020,146252,1976,5736.63,24.49
10332,Mt Darwin,Maize,2020,57287,1976,5736.63,24.49
10333,Mt Darwin,Maize,2020,10442,1976,5736.63,24.49
10334,Mt Darwin,Maize,2020,20753,1976,5736.63,24.49
10335,Mt Darwin,Maize,2020,63916,1976,5736.63,24.49
10336,Mt Darwin,Maize,2020,5524,1976,5736.63,24.49
10337,Mt Darwin,Maize,2021,77259,1976,6324.41,24.63
10338,Mt Darwin,Maize,2021,16593,1976,6324.41,24.63
10339,Mt Darwin,Maize,2021,120075,1976,6324.41,24.63
10340,Mt Darwin,Maize,2021,159629,1976,6324.41,24.63
10341,Mt Darwin,Maize,2021,57761,1976,6324.41,24.63
10342,Mt Darwin,Maize,2021,12477,1976,6324.41,24.63
10343,Mt Darwin,Maize,2021,20819,1976,6324.41,24.63
10344,Mt Darwin,Maize,2021,64000,1976,6324.41,24.63
10345,Mt Darwin,Maize,2021,5445,1976,6324.41,24.63
10346,Mt Darwin,Maize,2022,70134,1976,7194.91,24.47
10347,Mt Darwin,Maize,2022,15795,1976,7194.91,24.47
10348,Mt Darwin,Maize,2022,120065,1976,7194.91,24.47
10349,Mt Darwin,Maize,2022,142073,1976,7194.91,24.47
10350,Mt Darwin,Maize,2022,59734,1976,7194.91,24.47
10351,Mt Darwin,Maize,2022,12333,1976,7194.91,24.47
10352,Mt Darwin,Maize,2022,20884,1976,7194.91,24.47
10353,Mt Darwin,Maize,2022,62500,1976,7194.91,24.47
10354,Mt Darwin,Maize,2022,5517,1976,7194.91,24.47
10355,Mt Darwin,Maize,2024,76637,1976,7194.91,24.86
10356,Mt Darwin,Maize,2024,16214,1976,7194.91,24.86
10357,Mt Darwin,Maize,2024,121433,1976,7194.91,24.86
10358,Mt Darwin,Maize,2024,163465,1976,7194.91,24.86
10359,Mt Darwin,Maize,2024,61214,1976,7194.91,24.86
10360,Mt Darwin,Maize,2024,11980,1976,7194.91,24.86
10361,Mt Darwin,Maize,2024,20950,1976,7194.91,24.86
10362,Mt Darwin,Maize,2024,62500,1976,7194.91,24.86
10363,Mt Darwin,Maize,2024,5528,1976,7194.91,24.86
10364,Mt Darwin,Maize,2000,41577,589,12756,10.96
10365,Mt Darwin,Maize,2000,170773,589,12756,10.96
10366,Mt Darwin,Maize,2000,33520,589,12756,10.96
10367,Mt Darwin,Maize,2000,21466,589,12756,10.96
10368,Mt Darwin,Maize,2000,12853,589,12756,10.96
10369,Mt Darwin,Maize,2000,50771,589,12756,10.96
10370,Mt Darwin,Maize,2001,67100,589,8069,9.66
10371,Mt Darwin,Maize,2001,144746,589,8069,9.66
10372,Mt Darwin,Maize,2001,23696,589,8069,9.66
10373,Mt Darwin,Maize,2001,33200,589,8069,9.66
10374,Mt Darwin,Maize,2001,23002,589,8069,9.66
10375,Mt Darwin,Maize,2001,51900,589,8069,9.66
10376,Mt Darwin,Maize,2002,36501,589,5777,11.01
10377,Mt Darwin,Maize,2002,168500,589,5777,11.01
10378,Mt Darwin,Maize,2002,30702,589,5777,11.01
10379,Mt Darwin,Maize,2002,17800,589,5777,11.01
10380,Mt Darwin,Maize,2002,14300,589,5777,11.01
10381,Mt Darwin,Maize,2002,40700,589,5777,11.01
10382,Mt Darwin,Maize,2003,35000,589,10197,10.22
10383,Mt Darwin,Maize,2003,133100,589,10197,10.22
10384,Mt Darwin,Maize,2003,26519,589,10197,10.22
10385,Mt Darwin,Maize,2003,16971,589,10197,10.22
10386,Mt Darwin,Maize,2003,17175,589,10197,10.22
10387,Mt Darwin,Maize,2003,30649,589,10197,10.22
10388,Mt Darwin,Maize,2004,38500,589,9574,11.58
10389,Mt Darwin,Maize,2004,127672,589,9574,11.58
10390,Mt Darwin,Maize,2004,31308,589,9574,11.58
10391,Mt Darwin,Maize,2004,17974,589,9574,11.58
10392,Mt Darwin,Maize,2004,18431,589,9574,11.58
10393,Mt Darwin,Maize,2004,46033,589,9574,11.58
10394,Mt Darwin,Maize,2005,45295,589,7715,10.34
10395,Mt Darwin,Maize,2005,157750,589,7715,10.34
10396,Mt Darwin,Maize,2005,31606,589,7715,10.34
10397,Mt Darwin,Maize,2005,16697,589,7715,10.34
10398,Mt Darwin,Maize,2005,18500,589,7715,10.34
10399,Mt Darwin,Maize,2005,41644,589,7715,10.34
10400,Mt Darwin,Maize,2006,56867,589,6946,9.44
10401,Mt Darwin,Maize,2006,212017,589,6946,9.44
10402,Mt Darwin,Maize,2006,22508,589,6946,9.44
10403,Mt Darwin,Maize,2006,20034,589,6946,9.44
10404,Mt Darwin,Maize,2006,21669,589,6946,9.44
10405,Mt Darwin,Maize,2006,32780,589,6946,9.44
10406,Mt Darwin,Maize,2007,64480,589,4445,9.89
10407,Mt Darwin,Maize,2007,179341,589,4445,9.89
10408,Mt Darwin,Maize,2007,33286,589,4445,9.89
10409,Mt Darwin,Maize,2007,22001,589,4445,9.89
10410,Mt Darwin,Maize,2007,22367,589,4445,9.89
10411,Mt Darwin,Maize,2007,42153,589,4445,9.89
10412,Mt Darwin,Maize,2008,60049,589,5280,10.35
10413,Mt Darwin,Maize,2008,218042,589,5280,10.35
10414,Mt Darwin,Maize,2008,27031,589,5280,10.35
10415,Mt Darwin,Maize,2008,20486,589,5280,10.35
10416,Mt Darwin,Maize,2008,20911,589,5280,10.35
10417,Mt Darwin,Maize,2008,41390,589,5280,10.35
10418,Mt Darwin,Maize,2009,64130,589,4598,10.64
10419,Mt Darwin,Maize,2009,212423,589,4598,10.64
10420,Mt Darwin,Maize,2009,33158,589,4598,10.64
10421,Mt Darwin,Maize,2009,20434,589,4598,10.64
10422,Mt Darwin,Maize,2009,23901,589,4598,10.64
10423,Mt Darwin,Maize,2009,35948,589,4598,10.64
10424,Mt Darwin,Maize,2020,41790,589,4151,11.69
10425,Mt Darwin,Maize,2020,184736,589,4151,11.69
10426,Mt Darwin,Maize,2020,34932,589,4151,11.69
10427,Mt Darwin,Maize,2020,18647,589,4151,11.69
10428,Mt Darwin,Maize,2020,13794,589,4151,11.69
10429,Mt Darwin,Maize,2020,36044,589,4151,11.69
10430,Mt Darwin,Maize,2021,62456,589,5458,10.47
10431,Mt Darwin,Maize,2021,250499,589,5458,10.47
10432,Mt Darwin,Maize,2021,32950,589,5458,10.47
10433,Mt Darwin,Maize,2021,21232,589,5458,10.47
10434,Mt Darwin,Maize,2021,20156,589,5458,10.47
10435,Mt Darwin,Maize,2021,43105,589,5458,10.47
10436,Mt Darwin,Maize,2022,50762,589,8231.5,11.43
10437,Mt Darwin,Maize,2022,221222,589,8231.5,11.43
10438,Mt Darwin,Maize,2022,46448,589,8231.5,11.43
10439,Mt Darwin,Maize,2022,16792,589,8231.5,11.43
10440,Mt Darwin,Maize,2022,22452,589,8231.5,11.43
10441,Mt Darwin,Maize,2022,35212,589,8231.5,11.43
10442,Mt Darwin,Maize,2014,70012,589,9940.5,10.37
10443,Mt Darwin,Maize,2014,253210,589,9940.5,10.37
10444,Mt Darwin,Maize,2014,34097,589,9940.5,10.37
10445,Mt Darwin,Maize,2014,20336,589,9940.5,10.37
10446,Mt Darwin,Maize,2014,23733,589,9940.5,10.37
10447,Mt Darwin,Maize,2014,51174,589,9940.5,10.37
10448,Mt Darwin,Maize,2015,75571,589,9676,10.05
10449,Mt Darwin,Maize,2015,258776,589,9676,10.05
10450,Mt Darwin,Maize,2015,35426,589,9676,10.05
10451,Mt Darwin,Maize,2015,30642,589,9676,10.05
10452,Mt Darwin,Maize,2015,23178,589,9676,10.05
10453,Mt Darwin,Maize,2015,45000,589,9676,10.05
10454,Mt Darwin,Maize,2016,68165,589,11523,10.67
10455,Mt Darwin,Maize,2016,249942,589,11523,10.67
10456,Mt Darwin,Maize,2016,32342,589,11523,10.67
10457,Mt Darwin,Maize,2016,36059,589,11523,10.67
10458,Mt Darwin,Maize,2016,23679,589,11523,10.67
10459,Mt Darwin,Maize,2016,40719,589,11523,10.67
10460,Mt Darwin,Maize,2017,37327,589,11178,11.82
10461,Mt Darwin,Maize,2017,221693,589,11178,11.82
10462,Mt Darwin,Maize,2017,37891,589,11178,11.82
10463,Mt Darwin,Maize,2017,21290,589,11178,11.82
10464,Mt Darwin,Maize,2017,16408,589,11178,11.82
10465,Mt Darwin,Maize,2017,35875,589,11178,11.82
10466,Mt Darwin,Maize,2018,74653,589,12084,11.55
10467,Mt Darwin,Maize,2018,269012,589,12084,11.55
10468,Mt Darwin,Maize,2018,39404,589,12084,11.55
10469,Mt Darwin,Maize,2018,37808,589,12084,11.55
10470,Mt Darwin,Maize,2018,26186,589,12084,11.55
10471,Mt Darwin,Maize,2018,50024,589,12084,11.55
10472,Mt Darwin,Maize,2019,63945,589,11144,11.48
10473,Mt Darwin,Maize,2019,251082,589,11144,11.48
10474,Mt Darwin,Maize,2019,43223,589,11144,11.48
10475,Mt Darwin,Maize,2019,27160,589,11144,11.48
10476,Mt Darwin,Maize,2019,23990,589,11144,11.48
10477,Mt Darwin,Maize,2019,38546,589,11144,11.48
10478,Mt Darwin,Maize,2020,64745,589,10299.5,10.35
10479,Mt Darwin,Maize,2020,217319,589,10299.5,10.35
10480,Mt Darwin,Maize,2020,29465,589,10299.5,10.35
10481,Mt Darwin,Maize,2020,10263,589,10299.5,10.35
10482,Mt Darwin,Maize,2020,22670,589,10299.5,10.35
10483,Mt Darwin,Maize,2020,37038,589,10299.5,10.35
10484,Mt Darwin,Maize,2021,64976,589,8473.26,10.92
10485,Mt Darwin,Maize,2021,285714,589,8473.26,10.92
10486,Mt Darwin,Maize,2021,32411,589,8473.26,10.92
10487,Mt Darwin,Maize,2021,21952,589,8473.26,10.92
10488,Mt Darwin,Maize,2021,23155,589,8473.26,10.92
10489,Mt Darwin,Maize,2021,42004,589,8473.26,10.92
10490,Mt Darwin,Maize,2022,39979,589,8141.17,11.31
10491,Mt Darwin,Maize,2022,218385,589,8141.17,11.31
10492,Mt Darwin,Maize,2022,38074,589,8141.17,11.31
10493,Mt Darwin,Maize,2022,28081,589,8141.17,11.31
10494,Mt Darwin,Maize,2022,16556,589,8141.17,11.31
10495,Mt Darwin,Maize,2022,37485,589,8141.17,11.31
10496,Mt Darwin,Maize,2024,54373,589,7744.5,12.44
10497,Mt Darwin,Maize,2024,232630,589,7744.5,12.44
10498,Mt Darwin,Maize,2024,32727,589,7744.5,12.44
10499,Mt Darwin,Maize,2024,27111,589,7744.5,12.44
10500,Mt Darwin,Maize,2024,18597,589,7744.5,12.44
10501,Mt Darwin,Maize,2024,46386,589,7744.5,12.44
10502,Mt Darwin,Maize,2000,205381,1083,75000,25.58
10503,Mt Darwin,Maize,2000,205381,1083,75000,26.88
10504,Mt Darwin,Maize,2000,205381,1083,75000,25.79
10505,Mt Darwin,Maize,2000,205381,1083,75000,24.1
10506,Mt Darwin,Maize,2000,205381,1083,75000,25.25
10507,Mt Darwin,Maize,2000,205381,1083,75000,25.44
10508,Mt Darwin,Maize,2000,205381,1083,75000,25.54
10509,Mt Darwin,Maize,2000,205381,1083,75000,26.36
10510,Mt Darwin,Maize,2000,205381,1083,75000,26.91
10511,Mt Darwin,Maize,2000,205381,1083,75000,25.16
10512,Mt Darwin,Maize,2000,205381,1083,75000,25.77
10513,Mt Darwin,Maize,2000,205381,1083,75000,25.12
10514,Mt Darwin,Maize,2000,205381,1083,75000,24.1
10515,Mt Darwin,Maize,2000,205381,1083,75000,25.68
10516,Mt Darwin,Maize,2000,205381,1083,75000,25.54
10517,Mt Darwin,Maize,2000,205381,1083,75000,25.44
10518,Mt Darwin,Maize,2000,205381,1083,75000,24.78
10519,Mt Darwin,Maize,2000,205381,1083,75000,26.59
10520,Mt Darwin,Maize,2000,205381,1083,75000,24.37
10521,Mt Darwin,Maize,2000,205381,1083,75000,26.63
10522,Mt Darwin,Maize,2000,205381,1083,75000,26.63
10523,Mt Darwin,Maize,2000,205381,1083,75000,25.64
10524,Mt Darwin,Maize,2000,15178,1083,75000,25.58
10525,Mt Darwin,Maize,2000,15178,1083,75000,26.88
10526,Mt Darwin,Maize,2000,15178,1083,75000,25.79
10527,Mt Darwin,Maize,2000,15178,1083,75000,24.1
10528,Mt Darwin,Maize,2000,15178,1083,75000,25.25
10529,Mt Darwin,Maize,2000,15178,1083,75000,25.44
10530,Mt Darwin,Maize,2000,15178,1083,75000,25.54
10531,Mt Darwin,Maize,2000,15178,1083,75000,26.36
10532,Mt Darwin,Maize,2000,15178,1083,75000,26.91
10533,Mt Darwin,Maize,2000,15178,1083,75000,25.16
10534,Mt Darwin,Maize,2000,15178,1083,75000,25.77
10535,Mt Darwin,Maize,2000,15178,1083,75000,25.12
10536,Mt Darwin,Maize,2000,15178,1083,75000,24.1
10537,Mt Darwin,Maize,2000,15178,1083,75000,25.68
10538,Mt Darwin,Maize,2000,15178,1083,75000,25.54
10539,Mt Darwin,Maize,2000,15178,1083,75000,25.44
10540,Mt Darwin,Maize,2000,15178,1083,75000,24.78
10541,Mt Darwin,Maize,2000,15178,1083,75000,26.59
10542,Mt Darwin,Maize,2000,15178,1083,75000,24.37
10543,Mt Darwin,Maize,2000,15178,1083,75000,26.63
10544,Mt Darwin,Maize,2000,15178,1083,75000,26.63
10545,Mt Darwin,Maize,2000,15178,1083,75000,25.64
10546,Mt Darwin,Maize,2000,157136,1083,75000,25.58
10547,Mt Darwin,Maize,2000,157136,1083,75000,26.88
10548,Mt Darwin,Maize,2000,157136,1083,75000,25.79
10549,Mt Darwin,Maize,2000,157136,1083,75000,24.1
10550,Mt Darwin,Maize,2000,157136,1083,75000,25.25
10551,Mt Darwin,Maize,2000,157136,1083,75000,25.44
10552,Mt Darwin,Maize,2000,157136,1083,75000,25.54
10553,Mt Darwin,Maize,2000,157136,1083,75000,26.36
10554,Mt Darwin,Maize,2000,157136,1083,75000,26.91
10555,Mt Darwin,Maize,2000,157136,1083,75000,25.16
10556,Mt Darwin,Maize,2000,157136,1083,75000,25.77
10557,Mt Darwin,Maize,2000,157136,1083,75000,25.12
10558,Mt Darwin,Maize,2000,157136,1083,75000,24.1
10559,Mt Darwin,Maize,2000,157136,1083,75000,25.68
10560,Mt Darwin,Maize,2000,157136,1083,75000,25.54
10561,Mt Darwin,Maize,2000,157136,1083,75000,25.44
10562,Mt Darwin,Maize,2000,157136,1083,75000,24.78
10563,Mt Darwin,Maize,2000,157136,1083,75000,26.59
10564,Mt Darwin,Maize,2000,157136,1083,75000,24.37
10565,Mt Darwin,Maize,2000,157136,1083,75000,26.63
10566,Mt Darwin,Maize,2000,157136,1083,75000,26.63
10567,Mt Darwin,Maize,2000,157136,1083,75000,25.64
10568,Mt Darwin,Maize,2000,26125,1083,75000,25.58
10569,Mt Darwin,Maize,2000,26125,1083,75000,26.88
10570,Mt Darwin,Maize,2000,26125,1083,75000,25.79
10571,Mt Darwin,Maize,2000,26125,1083,75000,24.1
10572,Mt Darwin,Maize,2000,26125,1083,75000,25.25
10573,Mt Darwin,Maize,2000,26125,1083,75000,25.44
10574,Mt Darwin,Maize,2000,26125,1083,75000,25.54
10575,Mt Darwin,Maize,2000,26125,1083,75000,26.36
10576,Mt Darwin,Maize,2000,26125,1083,75000,26.91
10577,Mt Darwin,Maize,2000,26125,1083,75000,25.16
10578,Mt Darwin,Maize,2000,26125,1083,75000,25.77
10579,Mt Darwin,Maize,2000,26125,1083,75000,25.12
10580,Mt Darwin,Maize,2000,26125,1083,75000,24.1
10581,Mt Darwin,Maize,2000,26125,1083,75000,25.68
10582,Mt Darwin,Maize,2000,26125,1083,75000,25.54
10583,Mt Darwin,Maize,2000,26125,1083,75000,25.44
10584,Mt Darwin,Maize,2000,26125,1083,75000,24.78
10585,Mt Darwin,Maize,2000,26125,1083,75000,26.59
10586,Mt Darwin,Maize,2000,26125,1083,75000,24.37
10587,Mt Darwin,Maize,2000,26125,1083,75000,26.63
10588,Mt Darwin,Maize,2000,26125,1083,75000,26.63
10589,Mt Darwin,Maize,2000,26125,1083,75000,25.64
10590,Mt Darwin,Maize,2000,8136,1083,75000,25.58
10591,Mt Darwin,Maize,2000,8136,1083,75000,26.88
10592,Mt Darwin,Maize,2000,8136,1083,75000,25.79
10593,Mt Darwin,Maize,2000,8136,1083,75000,24.1
10594,Mt Darwin,Maize,2000,8136,1083,75000,25.25
10595,Mt Darwin,Maize,2000,8136,1083,75000,25.44
10596,Mt Darwin,Maize,2000,8136,1083,75000,25.54
10597,Mt Darwin,Maize,2000,8136,1083,75000,26.36
10598,Mt Darwin,Maize,2000,8136,1083,75000,26.91
10599,Mt Darwin,Maize,2000,8136,1083,75000,25.16
10600,Mt Darwin,Maize,2000,8136,1083,75000,25.77
10601,Mt Darwin,Maize,2000,8136,1083,75000,25.12
10602,Mt Darwin,Maize,2000,8136,1083,75000,24.1
10603,Mt Darwin,Maize,2000,8136,1083,75000,25.68
10604,Mt Darwin,Maize,2000,8136,1083,75000,25.54
10605,Mt Darwin,Maize,2000,8136,1083,75000,25.44
10606,Mt Darwin,Maize,2000,8136,1083,75000,24.78
10607,Mt Darwin,Maize,2000,8136,1083,75000,26.59
10608,Mt Darwin,Maize,2000,8136,1083,75000,24.37
10609,Mt Darwin,Maize,2000,8136,1083,75000,26.63
10610,Mt Darwin,Maize,2000,8136,1083,75000,26.63
10611,Mt Darwin,Maize,2000,8136,1083,75000,25.64
10612,Mt Darwin,Maize,2000,10145,1083,75000,25.58
10613,Mt Darwin,Maize,2000,10145,1083,75000,26.88
10614,Mt Darwin,Maize,2000,10145,1083,75000,25.79
10615,Mt Darwin,Maize,2000,10145,1083,75000,24.1
10616,Mt Darwin,Maize,2000,10145,1083,75000,25.25
10617,Mt Darwin,Maize,2000,10145,1083,75000,25.44
10618,Mt Darwin,Maize,2000,10145,1083,75000,25.54
10619,Mt Darwin,Maize,2000,10145,1083,75000,26.36
10620,Mt Darwin,Maize,2000,10145,1083,75000,26.91
10621,Mt Darwin,Maize,2000,10145,1083,75000,25.16
10622,Mt Darwin,Maize,2000,10145,1083,75000,25.77
10623,Mt Darwin,Maize,2000,10145,1083,75000,25.12
10624,Mt Darwin,Maize,2000,10145,1083,75000,24.1
10625,Mt Darwin,Maize,2000,10145,1083,75000,25.68
10626,Mt Darwin,Maize,2000,10145,1083,75000,25.54
10627,Mt Darwin,Maize,2000,10145,1083,75000,25.44
10628,Mt Darwin,Maize,2000,10145,1083,75000,24.78
10629,Mt Darwin,Maize,2000,10145,1083,75000,26.59
10630,Mt Darwin,Maize,2000,10145,1083,75000,24.37
10631,Mt Darwin,Maize,2000,10145,1083,75000,26.63
10632,Mt Darwin,Maize,2000,10145,1083,75000,26.63
10633,Mt Darwin,Maize,2000,10145,1083,75000,25.64
10634,Mt Darwin,Maize,2000,79663,1083,75000,25.58
10635,Mt Darwin,Maize,2000,79663,1083,75000,26.88
10636,Mt Darwin,Maize,2000,79663,1083,75000,25.79
10637,Mt Darwin,Maize,2000,79663,1083,75000,24.1
10638,Mt Darwin,Maize,2000,79663,1083,75000,25.25
10639,Mt Darwin,Maize,2000,79663,1083,75000,25.44
10640,Mt Darwin,Maize,2000,79663,1083,75000,25.54
10641,Mt Darwin,Maize,2000,79663,1083,75000,26.36
10642,Mt Darwin,Maize,2000,79663,1083,75000,26.91
10643,Mt Darwin,Maize,2000,79663,1083,75000,25.16
10644,Mt Darwin,Maize,2000,79663,1083,75000,25.77
10645,Mt Darwin,Maize,2000,79663,1083,75000,25.12
10646,Mt Darwin,Maize,2000,79663,1083,75000,24.1
10647,Mt Darwin,Maize,2000,79663,1083,75000,25.68
10648,Mt Darwin,Maize,2000,79663,1083,75000,25.54
10649,Mt Darwin,Maize,2000,79663,1083,75000,25.44
10650,Mt Darwin,Maize,2000,79663,1083,75000,24.78
10651,Mt Darwin,Maize,2000,79663,1083,75000,26.59
10652,Mt Darwin,Maize,2000,79663,1083,75000,24.37
10653,Mt Darwin,Maize,2000,79663,1083,75000,26.63
10654,Mt Darwin,Maize,2000,79663,1083,75000,26.63
10655,Mt Darwin,Maize,2000,79663,1083,75000,25.64
10656,Mt Darwin,Maize,2000,21211,1083,75000,25.58
10657,Mt Darwin,Maize,2000,21211,1083,75000,26.88
10658,Mt Darwin,Maize,2000,21211,1083,75000,25.79
10659,Mt Darwin,Maize,2000,21211,1083,75000,24.1
10660,Mt Darwin,Maize,2000,21211,1083,75000,25.25
10661,Mt Darwin,Maize,2000,21211,1083,75000,25.44
10662,Mt Darwin,Maize,2000,21211,1083,75000,25.54
10663,Mt Darwin,Maize,2000,21211,1083,75000,26.36
10664,Mt Darwin,Maize,2000,21211,1083,75000,26.91
10665,Mt Darwin,Maize,2000,21211,1083,75000,25.16
10666,Mt Darwin,Maize,2000,21211,1083,75000,25.77
10667,Mt Darwin,Maize,2000,21211,1083,75000,25.12
10668,Mt Darwin,Maize,2000,21211,1083,75000,24.1
10669,Mt Darwin,Maize,2000,21211,1083,75000,25.68
10670,Mt Darwin,Maize,2000,21211,1083,75000,25.54
10671,Mt Darwin,Maize,2000,21211,1083,75000,25.44
10672,Mt Darwin,Maize,2000,21211,1083,75000,24.78
10673,Mt Darwin,Maize,2000,21211,1083,75000,26.59
10674,Mt Darwin,Maize,2000,21211,1083,75000,24.37
10675,Mt Darwin,Maize,2000,21211,1083,75000,26.63
10676,Mt Darwin,Maize,2000,21211,1083,75000,26.63
10677,Mt Darwin,Maize,2000,21211,1083,75000,25.64
10678,Mt Darwin,Maize,2001,218925,1083,72133,25.85
10679,Mt Darwin,Maize,2001,218925,1083,72133,26.9
10680,Mt Darwin,Maize,2001,218925,1083,72133,25.96
10681,Mt Darwin,Maize,2001,218925,1083,72133,23.77
10682,Mt Darwin,Maize,2001,218925,1083,72133,25.49
10683,Mt Darwin,Maize,2001,218925,1083,72133,25.82
10684,Mt Darwin,Maize,2001,218925,1083,72133,25.74
10685,Mt Darwin,Maize,2001,218925,1083,72133,26.54
10686,Mt Darwin,Maize,2001,218925,1083,72133,27.35
10687,Mt Darwin,Maize,2001,218925,1083,72133,25.4
10688,Mt Darwin,Maize,2001,218925,1083,72133,25.99
10689,Mt Darwin,Maize,2001,218925,1083,72133,25.32
10690,Mt Darwin,Maize,2001,218925,1083,72133,23.77
10691,Mt Darwin,Maize,2001,218925,1083,72133,26.2
10692,Mt Darwin,Maize,2001,218925,1083,72133,25.74
10693,Mt Darwin,Maize,2001,218925,1083,72133,25.55
10694,Mt Darwin,Maize,2001,218925,1083,72133,25.06
10695,Mt Darwin,Maize,2001,218925,1083,72133,26.34
10696,Mt Darwin,Maize,2001,218925,1083,72133,24.62
10697,Mt Darwin,Maize,2001,218925,1083,72133,26.7
10698,Mt Darwin,Maize,2001,218925,1083,72133,26.7
10699,Mt Darwin,Maize,2001,218925,1083,72133,25.74
